NumAeronaves,Aircraft A,Aircraft A Ini Man Time,Aircraft A Ini Man Lat,Aircraft A Ini Man Lon,Aircraft A Ini Man Alt,Aircraft A Ini Man Vel_xy,Aircraft A Ini Man Vel_z,Aircraft A Ini Man Track,Speed Maneuver,Altitude Maneuver,Track Maneuver,Aircraft A End Man Time,Aircraft A End Man Lat,Aircraft A End Man Lon,Aircraft A End Man Alt,Aircraft A End Man Vel_xy,Aircraft A End Man Vel_z,Aircraft A End Man Track,Aircraft A Conflict Time,Aircraft A Conflict Lat,Aircraft A Conflict Lon,Aircraft A Conflict Alt,Aircraft A Conflict Vel_xy,Aircraft A Conflict Vel_z,Aircraft A Conflict Track,Aircraft B,Aircraft B Conflict Time,Aircraft B Conflict Lat,Aircraft B Conflict Lon,Aircraft B Conflict Alt,Aircraft B Conflict Vel_xy,Aircraft B Conflict Vel_z,Aircraft B Conflict Track
1475,7c6c90,2024-05-28 19:45:37,-35.094829155164696,146.3959489499405,10980.383271359155,222.30847550807357,-0.9824222382758883,220.28983341070483,0,-1,0,2024-05-28 21:46:37,-34.06482619131332,148.03776073436424,10938.366739275254,230.2170651491242,-9.425206285621744,71.31553900819526,2024-05-28 19:49:37,-35.46150468575808,146.01650419263186,10980.383271359155,218.6184844144745,-0.011445656208916962,219.13703862541135,7c6b31,2024-05-28 19:48:52,-35.470759331199645,146.03909420593754,11023.007173601149,222.64474678748564,-0.011445656208916962,208.7612239267189
1475,a3696e,2024-05-28 18:42:40,39.007172182067286,-109.07509276456626,11156.478437265905,244.0206901246817,-15.147038162654827,109.35475060173349,0,0,1,2024-05-28 19:27:40,34.54349467894399,-104.75345039660711,11140.030647727142,246.91607877204729,-3.7937077014388865,126.43580947580729,2024-05-28 19:06:40,37.95550258825896,-105.27656890996587,11156.478437265905,247.61523351042106,1.3214255402667119,140.36819197079507,a94b4b,2024-05-28 19:06:12,37.957094976076554,-105.24409043062201,10911.636363636364,226.07195690806304,1.3214255402667119,252.0
1475,a40694,2024-05-28 19:58:55,36.763209641638895,-113.62696057141486,10541.606335057535,257.01818068767005,-1.6347751850191008,55.245829069068805,0,-1,0,2024-05-28 20:43:55,39.96550765504665,-107.19193791977398,10522.053520704732,241.90513751747625,0.7173002584474474,59.364921161858646,2024-05-28 20:15:55,38.10826030193921,-111.19179316296966,10541.606335057535,246.7459536254639,0.0,56.92531608891791,a16ebc,2024-05-28 20:15:45,38.05510884615384,-111.29079807692307,10668.0,255.56323163459493,0.0,61.58076923076923
1475,a4b065,2024-05-28 19:36:11,31.428684825068014,-91.22281415116046,10017.24978751888,265.0706049720329,-0.4546902451697262,91.13686202405242,0,0,1,2024-05-28 20:07:11,28.683651983050012,-87.93563296752704,9948.787176779286,242.33152787630462,-0.6650139785313627,122.64927475908192,2024-05-28 19:40:11,31.416864506859316,-90.55386972845851,10017.24978751888,261.9058049283516,-0.31862068965517243,114.92452975043052,a94b0b,2024-05-28 19:39:17,31.436175862068968,-90.51894137931035,10363.193103448277,210.32367160593066,-0.31862068965517243,300.44413793103445
1475,a583f5,2024-05-28 20:30:49,39.95535821952121,-94.28887100198075,10367.201449155744,202.37316212640292,0.8568824839832253,270.6420409071372,0,0,1,2024-05-28 20:52:49,41.03574814100112,-97.12706808803458,10363.008904866956,213.1122595330792,0.0017569486135915902,288.44523108642545,2024-05-28 20:46:49,39.97357100871121,-96.56265424453217,10367.201449155744,206.87764646897267,0.0,303.3456166694013,aa2bc4,2024-05-28 20:45:55,39.95154180602007,-96.63398829431438,10668.0,260.9876374624476,0.0,92.5752508361204
1475,a94b4b,2024-05-28 18:03:12,40.1955743332055,-96.21581491379868,10391.807388113639,209.26840404121643,0.8685714415910255,253.77359488402638,0,-1,0,2024-05-28 19:53:12,36.29432473305608,-110.9734027233205,10434.609722860154,214.088951460659,1.020088620094681,236.3440833133455,2024-05-28 18:06:12,40.10052009583135,-96.64017565377435,10391.807388113639,209.6713808828475,-1.5520929416964533,253.73056177952785,a6e361,2024-05-28 18:05:14,40.11387380952381,-96.69590952380952,9934.547619047618,261.6636167458336,-1.5520929416964533,77.19047619047619
1475,ac96be,2024-05-28 19:19:17,40.26619653811735,-80.34314174344698,10022.077561390379,269.93856110868893,-1.4590391689547324,92.97886968566212,0,1,0,2024-05-28 21:49:17,35.64422813861818,-77.32599995470007,9992.406972041897,234.26479289555883,-3.7991846753992236,190.09908980108375,2024-05-28 19:48:17,40.04185879124079,-74.83816942676195,10022.077561390379,235.34592627982585,0.0,100.4812144064521,ab048d,2024-05-28 19:47:25,39.96268888888889,-74.80231111111111,10058.0,270.283576888483,0.0,36.55555555555556
1475,ace60c,2024-05-28 19:11:14,41.397876484532496,-98.99607085102892,10667.952861545535,253.64825770420612,-0.010759886189656682,89.60953305255562,0,0,-1,2024-05-28 19:49:14,43.29840288894804,-92.8820998674262,10688.473801283188,240.7259095364983,0.02955420985482026,72.50829472917331,2024-05-28 19:28:14,41.411304990241966,-95.90205857695611,10667.952861545535,248.8031601409916,0.0,67.08689238080667,aa56da,2024-05-28 19:27:22,41.47154592178771,-95.79710849162011,10363.0,198.0185880926168,0.0,267.0145251396648
